DateAdded,QtrYrcompleted,Company,Suffix,Name,AcceptedFIGI,HasSOR2599,HasaDedicatedFeed,HasanOpenFIGI.comaccount,Contact Source,Address,City,State,Postal Code,Country,Region,ClientType,Division,Role,Phone #,Cell Phone #,E-mail address(es) - in order,UsingFIGI,Bloomberg Rep(s),BloombergProduct,Notes,Access 1,Access 2,Access 3,UsageofData,UseCase1,UseCase23,Competitive ID,PR Effort
9/11/2012,Q3 2012,Company 912,not available,Name 911,Accepted,34569847,No,No Info Available,No Source,Address 912,City 912,PQ,12345,Canada,North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Dennis Reynolds,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/12/2012,Q3 2012,Company 913,Mr.,Name 912,Accepted,34569847,No,No Info Available,No Source,Address 913,City 913,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/12/2012,Q2 2014,Company 914,Ms.,Name 913,Accepted,34569847,No,No Info Available,No Source,Address 914,City 914,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/12/2012,Q3 2012,Company 915,Mr.,Name 914,Accepted,34569847,No,No Info Available,No Source,Address 915,City 915,--,12345,--,not available,--,--,Executive Officer - Chief Technology Officer,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/12/2012,Q1 2014,Company 916,Mr.,Name 915,Accepted,34569847,No,No Info Available,No Source,Address 916,City 916,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/12/2012,Q3 2014,Company 917,Mr.,Name 916,Accepted,34569847,No,No Info Available,No Source,Address 917,City 917,TX,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Dennis Reynolds,Terminal client,type any notes here,--,--,--,--,--,--,--,--
9/12/2012,Q4 2013,Company 918,Mr.,Name 917,Accepted,34569847,No,No Info Available,No Source,Address 918,City 918,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/12/2012,Q4 2013,Company 919,Mr.,Name 918,Accepted,34569847,No,No Info Available,No Source,Address 919,City 919,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/12/2012,Q4 2013,Company 920,Mr.,Name 919,Accepted,34569847,No,No Info Available,No Source,Address 920,City 920,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/12/2012,Q2 2014,Company 921,Mr.,Name 920,Accepted,34569847,No,No Info Available,No Source,Address 921,City 921,--,12345,Switzerland,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
9/12/2012,Q4 2012,Company 922,Mr.,Name 921,Accepted,34569847,No,No Info Available,No Source,Address 922,City 922,--,12345,Switzerland,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
9/12/2012,Q4 2012,Company 923,Mr.,Name 922,Accepted,34569847,No,No Info Available,No Source,Address 923,City 923,--,12345,Switzerland,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
9/12/2012,Q4 2012,Company 924,Mr.,Name 923,Accepted,34569847,No,No Info Available,No Source,Address 924,City 924,--,12345,Switzerland,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
9/13/2012,Q3 2012,Company 925,Mr.,Name 924,Accepted,34569847,No,No Info Available,No Source,Address 925,City 925,--,12345,Netherlands,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
9/13/2012,Q1 2013,Company 926,Mr.,Name 925,Accepted,34569847,No,No Info Available,No Source,Address 926,City 926,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/13/2012,Q1 2014,Company 927,Mr.,Name 926,Accepted,34569847,No,No Info Available,No Source,Address 927,City 927,--,12345,Netherlands,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
9/17/2012,Q3 2012,Company 928,not available,Name 927,No Info Available,34569847,No,No Info Available,No Source,Address 928,City 928,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
9/18/2012,Q3 2012,Company 929,not available,Name 928,Accepted,34569847,No,No Info Available,No Source,Address 929,City 929,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
9/18/2012,Q3 2012,Company 930,Ms.,Name 929,No Info Available,34569847,No,No Info Available,No Source,Address 930,City 930,CA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
9/18/2012,Q1 2013,Company 931,not available,Name 930,In Progress,34569847,No,No Info Available,No Source,Address 931,City 931,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Russell Westbrook,--,type any notes here,--,--,--,--,--,--,--,--
9/18/2012,Q2 2014,Company 932,Mr.,Name 931,Accepted,34569847,No,No Info Available,No Source,Address 932,City 932,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/18/2012,Q2 2014,Company 933,Ms.,Name 932,Accepted,34569847,No,No Info Available,No Source,Address 933,City 933,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/20/2012,Q2 2013,Company 934,Mr.,Name 933,Accepted,34569847,No,API Key Only,No Source,Address 934,City 934,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Other,type any notes here,--,--,--,--,--,--,--,--
9/21/2012,Q1 2013,Company 935,not available,Name 934,Accepted,34569847,No,No Info Available,No Source,Address 935,City 935,--,12345,--,Asia Pacific,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Charlie Kelly,--,type any notes here,--,--,--,--,--,--,--,--
9/21/2012,Q3 2012,Company 936,Mr.,Name 935,Accepted,34569847,No,No Info Available,No Source,Address 936,City 936,--,12345,United Kingdom,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Ronald McDonald,--,type any notes here,--,--,--,--,Available to ALL users,--,--,--
9/24/2012,Q3 2012,Company 937,Ms.,Name 936,Accepted,34569847,No,No Info Available,No Source,Address 937,City 937,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
9/24/2012,Q3 2012,Company 938,Mr.,Name 937,Accepted,34569847,No,No Info Available,No Source,Address 938,City 938,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
9/25/2012,Q1 2014,Company 939,Ms.,Name 938,Accepted,34569847,No,No Info Available,No Source,Address 939,City 939,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/25/2012,Q3 2014,Company 940,Mr.,Name 939,Accepted,34569847,No,No Info Available,No Source,Address 940,City 940,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
9/26/2012,Q4 2013,Company 941,Mr.,Name 940,No Info Available,34569847,No,No Info Available,No Source,Address 941,City 941,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,The Queen,--,type any notes here,--,--,--,--,--,--,--,--
9/26/2012,Q4 2012,Company 942,Ms.,Name 941,Accepted,34569847,No,No Info Available,No Source,Address 942,City 942,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/26/2012,Q4 2012,Company 943,not available,Name 942,Accepted,34569847,No,No Info Available,No Source,Address 943,City 943,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/26/2012,Q1 2014,Company 944,not available,Name 943,Accepted,34569847,No,No Info Available,No Source,Address 944,City 944,IL,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Terminal client,type any notes here,--,--,--,--,--,--,--,--
9/26/2012,Q2 2014,Company 945,not available,Name 944,Accepted,34569847,No,API Key Only,No Source,Address 945,City 945,--,12345,Malta,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,The Queen,--,type any notes here,--,--,--,--,Available to ALL users,--,--,--
9/26/2012,Q1 2014,Company 946,Mr.,Name 945,Accepted,34569847,No,No Info Available,No Source,Address 946,City 946,IL,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Terminal client,type any notes here,--,--,--,--,--,--,--,--
9/26/2012,Q3 2013,Company 947,Mr.,Name 946,No Info Available,34569847,No,No Info Available,No Source,Address 947,City 947,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,The Queen,--,type any notes here,--,--,--,--,--,--,--,--
9/26/2012,Q1 2013,Company 948,not available,Name 947,Accepted,34569847,No,No Info Available,No Source,Address 948,City 948,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,The Queen,--,type any notes here,--,--,--,--,Available to ALL users,--,--,--
9/26/2012,Q1 2013,Company 949,not available,Name 948,Accepted,34569847,No,No Info Available,No Source,Address 949,City 949,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,The Queen,--,type any notes here,--,--,--,--,Available to ALL users,--,--,--
9/26/2012,Q1 2014,Company 950,not available,Name 949,In Progress,34569847,No,No Info Available,No Source,Address 950,City 950,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Mickey Mouse,--,type any notes here,--,--,--,--,--,--,--,--
9/26/2012,Q3 2012,Company 951,not available,Name 950,CONFIRM WITH CLIENT!!,34569847,No,No Info Available,No Source,Address 951,City 951,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
9/26/2012,Q3 2012,Company 952,not available,Name 951,CONFIRM WITH CLIENT!!,34569847,No,No Info Available,No Source,Address 952,City 952,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
9/26/2012,Q3 2012,Company 953,not available,Name 952,CONFIRM WITH CLIENT!!,34569847,No,No Info Available,No Source,Address 953,City 953,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
9/26/2012,Q3 2012,Company 954,not available,Name 953,CONFIRM WITH CLIENT!!,34569847,No,No Info Available,No Source,Address 954,City 954,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
10/1/2012,Q3 2012,Company 955,Mr.,Name 954,Accepted,34569847,No,No Info Available,No Source,Address 955,City 955,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Dennis Reynolds,--,type any notes here,--,--,--,--,--,--,--,--
10/1/2012,Q3 2012,Company 956,Ms.,Name 955,Accepted,34569847,No,No Info Available,No Source,Address 956,City 956,MA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Dennis Reynolds,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
10/1/2012,Q3 2012,Company 957,Ms.,Name 956,Accepted,34569847,No,No Info Available,No Source,Address 957,City 957,TX,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Dennis Reynolds,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
10/2/2012,Q4 2013,Company 958,not available,Name 957,Accepted,34569847,No,No Info Available,No Source,Address 958,City 958,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
10/2/2012,Q3 2013,Company 959,Mr.,Name 958,Accepted,34569847,No,No Info Available,No Source,Address 959,City 959,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
10/2/2012,Q4 2012,Company 960,Mr.,Name 959,No Info Available,34569847,No,No Info Available,No Source,Address 960,City 960,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
10/2/2012,Q1 2014,Company 961,Mr.,Name 960,Accepted,34569847,No,Funds,No Source,Address 961,City 961,--,12345,Luxembourg,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
10/2/2012,Q3 2015,Company 962,Mr.,Name 961,Accepted,34569847,No,API Key Only,No Source,Address 962,City 962,--,12345,Netherlands,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
10/4/2012,Q4 2012,Company 963,Mr.,Name 962,Accepted,34569847,No,No Info Available,No Source,Address 963,City 963,--,12345,Netherlands,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
10/4/2012,Q4 2012,Company 964,Mr.,Name 963,Accepted,34569847,No,No Info Available,No Source,Address 964,City 964,--,12345,South Africa,Middle East & Africa,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
10/4/2012,Q4 2012,Company 965,Mr.,Name 964,Accepted,34569847,No,No Info Available,No Source,Address 965,City 965,--,12345,Denmark,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,The Queen,--,type any notes here,--,--,--,--,Available to ALL users,--,--,--
10/5/2012,Q4 2012,Company 966,Mr.,Name 965,Accepted,34569847,No,No Info Available,No Source,Address 966,City 966,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
